iter	PRAUC	Logloss
885	0.9798759709	0.2057540021
886	0.9799004729	0.2056589593
887	0.9799189513	0.205555663
888	0.9799308881	0.2055087214
889	0.9799418411	0.205458616
890	0.9799642299	0.2053626984
891	0.9799806931	0.2052986508
892	0.9800097567	0.2051702992
893	0.9800361251	0.205049631
894	0.9800558637	0.204978316
895	0.9800792928	0.2048767457
896	0.9800922455	0.2048256761
897	0.9801142397	0.2047372837
898	0.9801255852	0.2046952084
899	0.9801408925	0.2046339093
900	0.9801567013	0.2045570438
901	0.9801683975	0.2045119287
902	0.9801880406	0.2044188783
903	0.9802098187	0.2043306802
904	0.9802323927	0.2042459239
905	0.9802562256	0.2041504766
906	0.9802639352	0.204109267
907	0.9802790725	0.204052123
908	0.9802968732	0.2039696091
909	0.9803154714	0.2038898347
910	0.9803294038	0.2038380688
911	0.98033428	0.2038023461
912	0.9803441199	0.2037522031
913	0.9803658611	0.2036581663
914	0.98038062	0.2035796339
915	0.9803953269	0.2035169384
916	0.9804166585	0.203446112
917	0.9804393456	0.2033364892
918	0.9804589708	0.2032560634
919	0.9804763567	0.2031947455
920	0.9804948256	0.203115693
921	0.9805071029	0.2030542775
922	0.9805231492	0.202992021
923	0.9805374052	0.2029270502
924	0.9805600741	0.2028376886
925	0.9805771485	0.2027697372
926	0.9806009495	0.2026855438
927	0.9806317649	0.2025713132
928	0.9806580496	0.2024546843
929	0.9806665602	0.2024204932
930	0.9806849305	0.2023563699
931	0.9806968107	0.2023065896
932	0.9807171988	0.2022309693
933	0.9807427598	0.2021229543
934	0.9807714783	0.2020005069
935	0.9807895709	0.2019214517
936	0.9807996136	0.20186836
937	0.9808179425	0.201781129
938	0.9808346002	0.201620437
939	0.9808614848	0.2015125803
940	0.9808819514	0.2014166646
941	0.980904098	0.2013321631
942	0.9809195342	0.2012537294
943	0.9809398225	0.2011798547
944	0.9809486	0.2011454495
945	0.9809635806	0.2010930269
946	0.9809721415	0.2010510435
947	0.9809944223	0.2009576502
948	0.9810154679	0.2008909613
949	0.9810276578	0.200836635
950	0.9810453387	0.2007569858
951	0.9810745201	0.2006541535
952	0.9811006541	0.200555684
953	0.9811210888	0.2004432706
954	0.9811461086	0.2003441678
955	0.9811667686	0.2002593141
956	0.981184319	0.200174219
957	0.9812025331	0.2000990724
958	0.9812231347	0.2000191897
959	0.9812331168	0.1999710169
960	0.98125971	0.1998500877
961	0.9812785261	0.1997953062
962	0.9812962587	0.1997274024
963	0.981316368	0.1996346927
964	0.9813405178	0.1995347734
965	0.9813428588	0.1994980158
966	0.9813655673	0.1994147017
967	0.9813809918	0.1993485917
968	0.9814023592	0.1992388474
969	0.9814173224	0.1991634732
970	0.9814348191	0.1990830128
971	0.9814693081	0.198928003
972	0.9814878017	0.1988498163
973	0.9815139174	0.1987442246
974	0.9815359676	0.1986531882
975	0.9815530593	0.1985768266
976	0.9815685841	0.1985093053
977	0.9815851815	0.1984543275
978	0.9816050187	0.198377033
979	0.9816214575	0.198308445
980	0.981634611	0.1982720699
981	0.9816508326	0.198215356
982	0.9816642166	0.1981504029
983	0.9816765364	0.1980965651
984	0.9817004055	0.1979874703
985	0.9817163894	0.1979135674
986	0.9817445215	0.197790167
987	0.9817699549	0.1976719914
988	0.9817766148	0.1976435891
989	0.9817853097	0.1975948607
990	0.9818053927	0.1975131137
991	0.981829984	0.1974115296
992	0.9818470031	0.1973373935
993	0.9818684058	0.1972521034
994	0.9818890604	0.1971663539
995	0.9819088165	0.1970850834
996	0.9819267777	0.1970118248
997	0.9819350918	0.1969710797
998	0.9819454646	0.1969282834
999	0.981954925	0.1968769904
1000	0.9819913785	0.1966899022
1001	0.9820161573	0.1965803385
1002	0.9820303606	0.1965124996
1003	0.9820508999	0.1964443308
1004	0.9820595112	0.196402256
1005	0.9820714709	0.1963349877
1006	0.9820882647	0.1962590788
1007	0.9821072964	0.1961857034
1008	0.9821243423	0.1961317913
1009	0.9821394568	0.1960564353
1010	0.982157666	0.1959833896
1011	0.9821770891	0.1958906761
1012	0.9822080567	0.195605232
1013	0.9822213119	0.1955525075
1014	0.982231786	0.1955227609
1015	0.9822474408	0.1954535098
1016	0.9822694823	0.1953503155
1017	0.9822870852	0.1952572606
1018	0.9823129543	0.1951442527
1019	0.9823280526	0.1950909791
1020	0.9823483144	0.1950104752
1021	0.982367604	0.194926392
1022	0.9823761229	0.1948914036
1023	0.9823887953	0.1948345698
1024	0.9824127521	0.1947503707
1025	0.982422902	0.1947026415
1026	0.9824423613	0.1946283333
1027	0.982459353	0.1945470326
1028	0.9824741103	0.1944770084
1029	0.982494616	0.1943853422
1030	0.9825077306	0.1943147213
1031	0.9825246247	0.1942361799
1032	0.9825382035	0.1941592612
1033	0.982564234	0.1940426131
1034	0.9825728524	0.1940126504
1035	0.9825919904	0.1939333075
1036	0.9826131048	0.1938306977
1037	0.9826265625	0.193786
1038	0.9826452288	0.1937084269
1039	0.9826561044	0.1936659597
1040	0.9826749002	0.1935835311
1041	0.982690475	0.1935340161
1042	0.9827034493	0.1934730478
1043	0.9827260345	0.1933487775
1044	0.9827445432	0.1932567083
1045	0.9827599897	0.1931789991
1046	0.9827773264	0.1931065741
1047	0.9827896504	0.1930572779
1048	0.9827964072	0.1930232344
1049	0.9828092096	0.1929753859
1050	0.9828287667	0.1928798567
1051	0.9828359714	0.1928289271
1052	0.9828579396	0.1927302628
1053	0.9828739125	0.1926581705
1054	0.9828896995	0.1925902908
1055	0.9829129901	0.1924812705
1056	0.9829301538	0.1924078119
1057	0.9829542866	0.1922961727
1058	0.9829813719	0.1921925069
1059	0.9829970774	0.1921173143
1060	0.9830079245	0.1920752329
1061	0.9830322545	0.1918467104
1062	0.9830417075	0.1918133688
1063	0.9830484516	0.1917722198
1064	0.9830610087	0.1917198675
1065	0.9830829105	0.1916175675
1066	0.9830948899	0.1915627368
1067	0.9831093603	0.1915017072
1068	0.9831307646	0.1914182392
1069	0.9831408499	0.1913668589
1070	0.9831526885	0.1913116313
1071	0.9831672093	0.1912538424
1072	0.9832015051	0.1909311349
1073	0.9832189609	0.1908662074
1074	0.983240733	0.1907103808
1075	0.983259941	0.1906244011
1076	0.983288944	0.190507085
1077	0.9833102876	0.1904018963
1078	0.9833271857	0.1903080845
1079	0.9833427671	0.1902384976
1080	0.983348174	0.1902037957
1081	0.983359288	0.1901448565
1082	0.9833829627	0.1900556716
1083	0.9833987685	0.1899681805
1084	0.9834188878	0.1898296674
1085	0.9834372298	0.1897463982
